Fidelity Life,TL,InstaBrain 20 & 30 Year,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0
Fidelity Life,TL,InstaBrain,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0
Fidelity Life,TL,PureTerm 10 Year,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0
Fidelity Life,TL,PureTerm 15 Year,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0
Fidelity Life,TL,PureTerm 20 & 30 Year,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0
Fidelity Life,WL,Guaranteed Issue GDB Whole Life Ages 50-69,30.0,33.0,35.0,38.0,40.0,43.0,45.0,48.0,50.0,53.0,55.0,58.0,60.0,63.0,65.0,68.0,70.0,73.0,75.0,78.0
Fidelity Life,WL,Guaranteed Issue GDB Whole Life Ages 70-79,10.0,13.0,15.0,18.0,20.0,23.0,25.0,28.0,30.0,33.0,35.0,38.0,40.0,43.0,45.0,48.0,50.0,53.0,55.0,58.0
Fidelity Life,WL,Guaranteed Issue GDB Whole Life Ages 80+,5.0,5.0,5.0,7.0,10.0,13.0,15.0,18.0,20.0,23.0,25.0,28.0,30.0,33.0,35.0,38.0,40.0,43.0,45.0,48.0
Fidelity Life,WL,Final Expense Whole Life Ages 50-69,38.0,43.0,48.0,53.0,58.0,63.0,68.0,73.0,78.0,83.0,88.0,93.0,98.0,103.0,108.0,113.0,118.0,123.0,128.0,133.0
Fidelity Life,WL,Final Expense Whole Life Ages 70-79,13.0,18.0,23.0,28.0,33.0,38.0,43.0,48.0,53.0,58.0,63.0,68.0,73.0,78.0,83.0,88.0,93.0,98.0,103.0,108.0
Fidelity Life,WL,Final Expense Whole Life Ages 80+,6.0,6.0,6.0,6.0,6.0,12.0,18.0,24.0,29.0,35.0,41.0,47.0,52.0,58.0,64.0,70.0,75.0,81.0,87.0,93.0
Fidelity Life,TL,Rapid Decision Senior Life Term Ages 50-69,42.0,45.0,47.0,50.0,52.0,55.0,57.0,60.0,62.0,65.0,67.0,70.0,72.0,75.0,78.0,80.0,83.0,85.0,88.0,90.0
Fidelity Life,TL,Rapid Decision Senior Life Term Ages 70-79,18.0,20.0,23.0,25.0,28.0,30.0,33.0,35.0,38.0,40.0,43.0,45.0,48.0,50.0,53.0,55.0,58.0,60.0,63.0,65.0
Fidelity Life,WL,Rapid Decision Senior Life Whole Life Ages 50-69,42.0,45.0,47.0,50.0,52.0,55.0,57.0,60.0,62.0,65.0,67.0,70.0,72.0,75.0,78.0,80.0,83.0,85.0,88.0,90.0
Fidelity Life,WL,Rapid Decision Senior Life Whole Life Ages 70-79,18.0,20.0,23.0,25.0,28.0,30.0,33.0,35.0,38.0,40.0,43.0,45.0,48.0,50.0,53.0,55.0,58.0,60.0,63.0,65.0
Fidelity Life,WL,Rapid Decision Senior Life Whole Life Ages 80+,3.0,3.0,3.0,3.0,3.0,5.0,8.0,10.0,13.0,15.0,18.0,20.0,23.0,25.0,28.0,30.0,33.0,35.0,38.0,40.0
Fidelity Life,AD,Accidental Death Benefit,47.0,50.0,52.0,55.0,57.0,60.0,62.0,65.0,67.0,70.0,72.0,75.0,77.0,80.0,83.0,85.0,88.0,90.0,93.0,95.0
Fidelity Life,Other,Accidental Death Benefit ROP Rider,13.0,15.0,18.0,20.0,23.0,25.0,28.0,30.0,33.0,35.0,38.0,40.0,43.0,45.0,48.0,50.0,53.0,55.0,58.0,60.0
